Property Ref,Account Holder 1,Account Holder 2,Property Name 1,Property Name 2,Property Address 1,Property Address 2,Property Address 3,Property Address 4,Property Post Code,Liable From,RV,Description,Empty Y/N,Empty From,Discretionary Relief %,Mandatory Relief %,Small Business Rate Relief Y/N,Supporting Small Business Relief Y/N,Retail Hospitality and Leisure Relief Y/N
Ref:15557000140041,STARK BUILDING MATERIALS UK,LIMITED,MANSON TIMBER LTD,,WHITWORTH ROAD,ROCHDALE,LANCASHIRE,,OL12 0RA,03.11.2011,45250,BUILDERS MERCHANT & PREMISES,N,,0,0,N,N,N
Ref:15557000300046A,SMOKE CLOUDZ LTD,,,,135 WHITWORTH ROAD,ROCHDALE,,,OL12 0RE,01.09.2020,9300,SHOP AND PREMISES,N,,0,0,Y,N,N
Ref:15557000300046B,JAVEDS OFF LICENCE LTD,,,,137 WHITWORTH ROAD,ROCHDALE,,,OL12 0RE,11.11.2018,14250,SHOP AND PREMISES,N,,0,0,Y,Y,Y
Ref:15557041634038,CLEAR CHANNEL (UK) LTD,,TOWN & CITY POSTER,,ADJ 89 WHITWORTH ROAD,ROCHDALE,LANCASHIRE,,OL12 0RD,01.04.2005,16000,ADVERTISING RIGHT AND PREMISES,N,,0,0,N,N,N
Ref:15557090060001,PRIMESIGHT LIMITED,,,,AD RIGHT AT JUNC OF,CLEMENTINA STREET & WHITWORTH ROAD,,,OL12 0RD,01.04.2023,500,Advertising Right and Premises,N,,0,0,N,N,N
Ref:15557091644182,J C DECAUX UK LTD,,J C DECAUX NO 41,,ADJ 27 WHITWORTH ROAD,ROCHDALE,LANCASHIRE,,OL12 0LF,01.04.2005,500,ADVERTISING RIGHT,N,,0,0,N,N,N
Ref:15557093705267,TESCO STORES LTD,,TESCO EXPRESS,,WHITWORTH ROAD,ROCHDALE,LANCASHIRE,,OL12 6ER,24.10.2005,67000,SHOP AND PREMISES,N,,0,0,N,N,N
Ref:15557096021523,PRESTIGE SALES AND LETTINGS LTD,,,,87 WHITWORTH ROAD,ROCHDALE,LANCS,,OL12 0RD,01.06.2013,7000,SHOP AND PREMISES,N,,0,0,Y,N,N
Ref:15557096159105,J C DECAUX UK LTD,,J C DECAUX NO 42,,ADJ CARPET RIGHT OF LONDON,WHITWORTH ROAD,ROCHDALE,LANCASHIRE,OL12 0TY,01.04.2005,500,ADVERTISING RIGHT,N,,0,0,N,N,N
Ref:1556090023001B,BORO HEATING&PLUMBING SUPP LTD,,,,80-86 WHITWORTH ROAD,ROCHDALE,LANCASHIRE,,OL12 0EZ,01.04.2005,21250,SHOP AND PREMISES,N,,0,0,N,N,Y
Ref:15560900243826,GLOBE PETS PROPERTY COMPANY LTD,,,,FF 48 WHITWORTH ROAD,ROCHDALE,,,OL12 6EZ,01.04.2015,11500,VETERINARY OFFICES,N,,0,0,Y,N,N
Ref:15560900245491,GLOBE PETS LTD,T/A VALLEY VETCARE,,,GF 48 WHITWORTH ROAD,ROCHDALE,,,OL12 6EZ,01.04.2015,20250,VETERINARY CLINIC & PREMISES,N,,0,0,N,N,N
Ref:1556090030004A,SIDE STREET BURGERS LTD,,,,102 WHITWORTH ROAD,ROCHDALE,LANCASHIRE,,OL12 0JJ,16.12.2019,5500,SHOP AND PREMISES,N,,0,0,Y,N,N
Ref:15560900310018,P K PARADISE FOOD LTD,,,,104 WHITWORTH ROAD,ROCHDALE,LANCASHIRE,,OL12 0JJ,02.10.2022,8100,SHOP AND PREMISES,N,,0,0,Y,N,N
Ref:15560900330064,ACCOUNTANCY AND BUSINESS SUPPORT,(UK) LTD,,,108 WHITWORTH ROAD,ROCHDALE,LANCASHIRE,,OL12 0JJ,20.06.2023,6200,SHOP AND PREMISES,N,,0,0,Y,N,N
Ref:15560900400093,UK WANTED BURGER LTD,,,,120 WHITWORTH ROAD,ROCHDALE,LANCASHIRE,,OL12 0JG,12.10.2020,3450,SHOP AND PREMISES,N,,0,0,Y,N,N
Ref:15560900430008,OLD THEO PEPPE LTD,,,,126 WHITWORTH ROAD,ROCHDALE,LANCASHIRE,,OL12 0JG,18.10.2023,5600,SHOP AND PREMISES,N,,0,0,Y,N,N
Ref:15560900520083,PAPZ KITCHEN (NW) LTD,,,,144 WHITWORTH ROAD,ROCHDALE,LANCASHIRE,,OL12 0JG,01.09.2020,5600,CAFE AND PREMISES,N,,0,0,Y,N,N
Ref:15560900620027,SAMUEL SMITH OLD BREWERY,,ALPINE AYINGER BRAU GASTHOF,,WHITWORTH ROAD,ROCHDALE,LANCASHIRE,,OL12 0JG,01.04.2005,3750,PUBLIC HOUSE AND PREMISES,Y,16.07.2019,0,0,N,N,N
Ref:15560901436267,LP SD THREE LIMITED,,,,462 WHITWORTH ROAD,ROCHDALE,LANCASHIRE,,OL12 0SN,20.07.2023,20750,PHARMACY AND PREMISES,N,,0,0,N,N,Y
Ref:15560901436341,HEALEY SURGERY,,DR RAUF & PARTNERS HEALEY,SURGERY,WHITWORTH ROAD,ROCHDALE,LANCS,,OL12 0SN,01.04.2014,26250,SURGERY AND PREMISES,N,,0,0,N,N,N
Ref:15560901450014,WREXHAM SIGNS LTD,,GABLE,,526 WHITWORTH ROAD,ROCHDALE,LANCASHIRE,,OL12 0SW,01.04.2005,245,ADVERTISING RIGHT AND PREMISES,N,,0,0,N,N,N
Ref:15560901650001,THE REAL ALBION LIMITED,,ALBION INN,,600 WHITWORTH ROAD,ROCHDALE,LANCASHIRE,,OL12 0SW,19.03.2024,10200,PUBLIC HOUSE AND PREMISES,N,,0,0,Y,N,N
Ref:15560901688460,MOBILE BROADBAND NETWORK LTD,,T-MOBILE SITE REF 99974 ON ROOF,OF SUITE DREAMS,WHITWORTH ROAD,ROCHDALE,LANCS,,OL12 0SW,17.04.2010,14500,COMMUNICATION STATION AND PREMISES,N,,0,0,N,N,N
Ref:1556090191005A,THE OXFORD (ROCHDALE) LTD,,OXFORD INN,,662 WHITWORTH ROAD,ROCHDALE,LANCASHIRE,,OL12 0TB,04.02.2013,49000,PUBLIC HOUSE AND PREMISES,N,,0,0,N,N,Y
Ref:1556090196001B,MARATHON BELTING LTD,,MARATHON BELTING LTD,,HEALEY MILL,WHITWORTH ROAD,ROCHDALE,LANCASHIRE,OL12 0TF,01.04.2005,82500,"FACTORY, OFFICES AND PREMISES",N,,0,0,N,N,N
Ref:15560990354011,STOCKTRAK LTD,,,,354 WHITWORTH ROAD,ROCHDALE,,,OL12 0SF,20.07.2020,4000,SHOP AND PREMISES,N,,0,0,N,N,Y
Ref:15560990356801,STOCKTRAK LTD,,,,356-358 WHITWORTH ROAD,ROCHDALE,,,OL12 0SF,20.07.2020,7200,TAKEAWAY AND PREMISES,N,,0,0,N,N,Y
Ref:15560990400061,CLEAR CHANNEL (UK) LTD,,CLEAR CHANNEL,,GABLE 72 WHITWORTH ROAD,ROCHDALE,,,OL12 0EZ,29.07.2014,12750,ADVERTISING RIGHT AND PREMISES,N,,0,0,N,N,N
Ref:15560991857076,WILLIAM HILL ORGANISATION LTD,,,,162 WHITWORTH ROAD,ROCHDALE,LANCASHIRE,,OL12 0JG,31.10.2012,14000,SHOP AND PREMISES,N,,0,0,N,N,N
Ref:15560991919447,A. HUSSAIN LIMITED,,,,1 TAYLOR STREET,ROCHDALE,,,OL12 0JG,01.06.2019,11000,SHOP AND PREMISES,N,,0,0,Y,N,N
Ref:15560991919448,HAMILTON HIRE LTD,,,,3 TAYLOR STREET,ROCHDALE,,,OL12 0JG,01.04.2017,1100,OFFICES AND PREMISES,N,,0,0,Y,N,N
Ref:15560993672427,MODERATE ACADEMY AND TRAINING,CENTRE LTD,,,1ST FLR,96 WHITWORTH ROAD,ROCHDALE,LANCASHIRE,OL12 0JJ,10.04.2023,3100,OFFICES AND PREMISES,N,,0,0,Y,N,N
Ref:15560995630446,SUITE DREAMS (UK) LTD,,UNIT 1 QUARRY MILL,,WHITWORTH ROAD,ROCHDALE,LANCS,,OL12 0SN,01.04.2007,7000,WAREHOUSE AND PREMISES,N,,0,0,Y,N,N
Ref:15560996385764,ACTIVE LAWYERS LTD,,,,128-130 WHITWORTH ROAD,ROCHDALE,,,OL12 0JG,01.04.2017,12000,SHOP AND PREMISES,N,,0,0,Y,N,N
Ref:15560998373960,BORO HEATING & SUPPLIES LTD,,,,88-94 WHITWORTH ROAD,ROCHDALE,,,OL12 0JJ,24.05.2007,25000,SHOP AND PREMISES,N,,0,0,N,N,Y
Ref:15561090057061,DANISH CROWN UK LIMITED,,,,PLOT I KINGSWAY BUSINESS PARK,JOHN MILNE AVENUE,ROCHDALE,,OL16 4NR,08.11.2023,1040000,WAREHOUSE AND PREMISES,N,,0,0,N,N,N
Ref:15561092273492,ESP ELECTRICITY LTD,,,,ESP ELECTRICITY LTD,KINGSWAY BUSINESS PARK,JOHN BOYD DUNLOP DRIVE,ROCHDALE,OL16 4NG,01.04.2013,1325,INDEPENDENT DISTRIBUTION NETWORK OPERATOR,N,,0,0,N,N,N
Ref:15561700101005,JOHN HALL SCHOOLWEAR LTD,,UNIT A1-A2,,FIELDHOUSE INDUSTRIAL ESTATE,ROCHDALE,LANCASHIRE,,OL12 0AA,01.08.2009,26250,WORKSHOP AND PREMISES,N,,0,0,N,N,N
Ref:15561700103015,MOTORBIKERS COSMETIC COMPANY LTD,,,,UNIT A3,FIELDHOUSE INDUSTRIAL ESTATE,ROCHDALE,LANCASHIRE,OL12 0AA,01.06.2021,16750,WORKSHOP AND PREMISES,N,,0,0,N,Y,N
Ref:15561700104075,HARRIS BEDS LTD,,UNIT A4,,FIELDHOUSE INDUSTRIAL ESTATE,ROCHDALE,LANCASHIRE,,OL12 0AA,30.04.2023,7300,WORKSHOP AND PREMISES,N,,0,0,Y,N,N
Ref:15561700201059,SINOLONG TRADING LTD,,UNIT B1,,FIELDHOUSE INDUSTRIAL ESTATE,ROCHDALE,LANCASHIRE,,OL12 0AA,01.07.2018,17250,WAREHOUSE AND PREMISES,N,,0,0,N,N,N
Ref:155617003010X5,PAK KASHMIR CARGO SERVICES LTD,,UNIT C1,,FIELDHOUSE INDUSTRIAL ESTATE,ROCHDALE,LANCASHIRE,,OL12 0AA,01.11.2022,8600,WORKSHOP AND PREMISES,N,,0,0,Y,N,N
Ref:15561700307022,BIZSPACE LTD,,GND FLR UNIT C7,,FIELDHOUSE INDUSTRIAL ESTATE,ROCHDALE,LANCASHIRE,,OL12 0AA,19.05.2022,7000,WORKSHOP AND PREMISES,Y,19.05.2022,0,0,N,N,N
Ref:1556170031001B,JONNY COCKTAIL EVENTS LIMITED,,UNIT C10,,FIELDHOUSE INDUSTRIAL ESTATE,ROCHDALE,LANCASHIRE,,OL12 0AA,01.02.2018,6400,WORKSHOP AND PREMISES,N,,0,0,Y,N,N
Ref:1556170031403B,WALSDEN FLOORING COMPANY LIMITED,,UNIT C14,,FIELDHOUSE INDUSTRIAL ESTATE,ROCHDALE,LANCASHIRE,,OL12 0AA,01.06.2017,6400,WORKSHOP AND PREMISES,N,,0,0,Y,N,N
Ref:1556170031509B,CREATIVE HOLDINGS LIMITED,,UNIT C15,,FIELDHOUSE INDUSTRIAL ESTATE,ROCHDALE,LANCASHIRE,,OL12 0AA,08.12.2020,14750,WAREHOUSE AND PREMISES,N,,0,0,Y,Y,N
Ref:15561700401046,BIZSPACE LTD,,UNIT D1,,FIELDHOUSE INDUSTRIAL ESTATE,ROCHDALE,LANCASHIRE,,OL12 0AA,29.03.2021,4800,WORKSHOP AND PREMISES,Y,29.03.2021,0,0,N,N,N
Ref:15561700405216,BIZSPACE LTD,,UNIT D81,,FIELDHOUSE INDUSTRIAL ESTATE,ROCHDALE,,,OL12 0AA,01.02.2021,9900,WORKSHOP AND PREMISES,Y,01.02.2021,0,0,N,N,N
Ref:15561700608013,BIZSPACE LTD,,UNIT F8,,FIELDHOUSE INDUSTRIAL ESTATE,ROCHDALE,LANCASHIRE,,OL12 0AA,21.09.2022,6000,STORES AND PREMISES,Y,21.09.2022,0,0,N,N,N
Ref:15561700610136,BIZSPACE LTD,,UNIT F10 GND FLR,,FIELDHOUSE INDUSTRIAL ESTATE,ROCHDALE,LANCASHIRE,,OL12 0AA,20.04.2022,4350,WORKSHOP AND PREMISES,Y,20.04.2022,0,0,N,N,N
Ref:15561700613011,BIZSPACE LTD,,UNIT F13,,FIELDHOUSE INDUSTRIAL ESTATE,ROCHDALE,LANCASHIRE,,OL12 0AA,25.06.2010,0,PROPERTY UNDERGOING REDEVELOPMENT,Y,25.06.2010,0,0,N,N,N
Ref:15561700616081,BIZSPACE PLC,,UNIT F16,,FIELDHOUSE INDUSTRIAL ESTATE,ROCHDALE,LANCASHIRE,,OL12 0AA,01.04.2009,2275,WORKSHOP AND PREMISES,Y,01.04.2009,0,0,N,N,N
Ref:1556170062002A,BIZSPACE LTD,,UNIT F20,,FIELDHOUSE INDUSTRIAL ESTATE,ROCHDALE,LANCASHIRE,,OL12 0AA,01.02.2021,6200,WAREHOUSE AND PREMISES,Y,01.02.2021,0,0,N,N,N
Ref:15561724959744,CHILLME LTD,,UNIT C13,,FIELDHOUSE INDUSTRIAL ESTATE,ROCHDALE,LANCASHIRE,,OL12 0AA,01.09.2023,8600,WORKSHOP AND PREMISES,N,,0,0,N,N,N
Ref:15561736961786,HAPPY SWAG PRINTING LTD,,UNIT A20(C),,FIELDHOUSE INDUSTRIAL ESTATE,ROCHDALE,LANCASHIRE,,OL12 0AA,31.05.2023,720,WORKSHOP AND PREMISES,N,,0,0,Y,N,N
Ref:15561742751698,BIZSPACE PLC,,SAVILLE GORDON (O) PART UNIT,F16,FIELDHOUSE INDUSTRIAL ESTATE,ROCHDALE,LANCASHIRE,,OL12 0AA,01.04.2009,2225,WORKSHOP AND PREMISES,Y,01.04.2009,0,0,N,N,N
Ref:15561779799817,SAMPER INSTALLATION LIMITED,,UNIT A20(A),,FIELDHOUSE INDUSTRIAL ESTATE,ROCHDALE,LANCASHIRE,,OL12 0AA,29.11.2022,2100,WORKSHOP AND PREMISES,N,,0,0,N,N,N
Ref:15561790A20034,WANSHA LTD,,,,UNIT A20D,FIELDHOUSE INDUSTRIAL ESTATE,ROCHDALE,,OL12 0AA,27.05.2024,3300,Workshop and Premises,N,,0,0,N,N,N
Ref:15561791404218,JACKSONS DAIRIES LTD,,,,UNIT D14 FIELDHOUSE INDUSTRIAL,ESTATE,ROCHDALE,,OL12 0AA,15.10.2020,6100,WAREHOUSE AND PREMISES,N,,0,0,N,N,N
Ref:15561791520644,PLATINUM VITABIOTICS LTD,,,,1ST FLR OFFICE F3,FIELDHOUSE ROAD,ROCHDALE,,OL12 0AB,24.08.2023,1050,OFFICES AND PREMISES,N,,0,0,Y,N,N
Ref:15561791569414,LEPORIS TRADING LTD,,,,UNIT E1,FIELDHOUSE INDUSTRIAL ESTATE,ROCHDALE,,OL12 0AA,15.12.2019,131000,WAREHOUSE AND PREMISES,N,,0,0,N,N,N
Ref:15561791926122,WHITHAM JONES LEGAL SERVICES,LIMITED,OFFICE F1D,,FIELDHOUSE ROAD,ROCHDALE,,,OL12 0AB,05.10.2022,2300,OFFICE,N,,0,0,Y,N,N
Ref:15561792325214,OLIVER BEDDING LTD,,,,UNITS A7-A9,FIELDHOUSE INDUSTRIAL ESTATE,ROCHDALE,,OL12 0AA,01.04.2023,11000,WORKSHOP AND PREMISES,N,,0,0,Y,N,N
Ref:15561792785434,BIZSPACE LTD,,UNIT E5,,FIELDHOUSE INDUSTRIAL ESTATE,ROCHDALE,LANCASHIRE,,OL12 0AA,30.09.2023,4400,WAREHOUSE AND PREMISES,Y,30.09.2023,0,0,N,N,N
Ref:15561792879436,POSSABILITIES CIC,,,,UNIT F6 G1,FIELDHOUSE INDUSTRIAL ESTATE,ROCHDALE,,OL12 0AA,12.09.2022,3150,OFFICE,N,,0,0,N,N,N
Ref:15561792902020,SERIOUS BREWING COMPANY LTD,,UNIT C5,,FIELDHOUSE INDUSTRIAL ESTATE,ROCHDALE,LANCASHIRE,,OL12 0AA,01.08.2015,8400,WORKSHOP AND PREMISES,N,,0,0,Y,N,N
